,date_dob,fjc_id,fl_initial,fml_initial,id,name_first,name_last,name_middle
71,1921-07-08,758.0,cf,csf,1062,Clarkson,Fisher,Sherman
72,1944-01-01,3047.0,df,dmf,1063,Dennis,Fisher,Michael
73,1817-10-13,759.0,gf,gpf,1064,George,Fisher,Purnell
74,1771-05-22,760.0,jf,jf,1065,John,Fisher,
75,1910-04-16,761.0,jf,jjf,1066,Joseph,Fisher,Jefferson
76,1939-01-01,2834.0,rf,rcf,1067,Raymond,Fisher,C.
77,1920-10-07,762.0,jf,jmf,1068,James,Fitzgerald,Martin
78,1959-01-01,3417.0,mf,mwf,1069,Michael,Fitzgerald,Walter
79,1936-01-01,48.0,ra,rla,107,Robert,Anderson,Lanier
80,1870-01-13,763.0,lf,lf,1070,Louis,FitzHenry,
81,1764-05-10,2815.0,nf,nbf,1071,Nicholas,Fitzhugh,Battalle
82,1934-10-19,764.0,df,df,1072,Duross,Fitzpatrick,
83,1953-01-01,765.0,sf,saf,1073,Sidney,Fitzwater,Allen
84,1962-01-01,3016.0,lf,lwf,1074,Louise,Flanagan,W.
85,1918-05-10,766.0,tf,taf,1075,Thomas,Flannery,Aquinas
86,1936-01-01,767.0,jf,jmf,1076,Joel,Flaum,Martin
87,1955-01-01,3280.0,af,agf,1077,Audrey,Fleissig,Goldstein
88,1923-03-29,768.0,bf,bbf,1078,Betty,Fletcher,Binns
89,1945-01-01,2789.0,wf,waf,1079,William,Fletcher,A.
90,1906-03-27,49.0,ra,rpa,108,Robert,Anderson,Palmer
91,1947-01-01,3030.0,hf,hff,1080,Henry,Floyd,Franklin
92,1929-01-01,769.0,hf,haf,1081,Herbert,Fogel,Allan
93,1949-01-01,2757.0,jf,jdf,1082,Jeremy,Fogel,D.
94,1910-07-09,770.0,jf,jtf,1083,James,Foley,Thomas
95,1917-04-28,771.0,rf,rdf,1084,Roger,Foley,D.
96,1886-05-25,772.0,rf,rtf,1085,Roger,Foley,Thomas
97,1885-12-13,773.0,ff,fvf,1086,Frederick,Follmer,Voris
98,1947-01-01,774.0,df,df,1087,David,Folsom,
99,1938-04-28,775.0,hf,hmf,1088,Harold,Fong,Michael
100,1953-01-01,3281.0,ef,eef,1089,Elizabeth,Foote,Erny
101,1953-01-01,3173.0,sa,sta,109,Stanley,Anderson,Thomas
102,1882-12-23,776.0,ff,fjf,1090,Francis,Ford,Joseph William
103,1884-07-28,777.0,hf,hcf,1091,Hiram,Ford,Church
104,1911-09-08,3203.0,mf,mdf,1092,Morgan,Ford,Dennis
105,1927-05-12,779.0,jf,jlf,1093,James,Foreman,L.
106,1940-05-02,780.0,kf,ksf,1094,Karl,Forester,Spillman
107,1895-11-30,781.0,pf,pf,1095,Phillip,Forman,
108,1964-01-01,3395.0,kf,kbf,1096,Katherine,Forrest,Bolan
109,1939-04-27,782.0,jf,jof,1097,J.,Forrester,Owen
110,1910-06-19,783.0,af,af,1098,Abe,Fortas,
111,1837-06-22,784.0,cf,cgf,1099,Cassius,Foster,Gaius
112,1795-11-02,,jp,jkp,11,James,Polk,K.
113,1932-01-01,50.0,sa,sha,110,Stephen,Anderson,Hale
114,1871-05-22,785.0,rf,ref,1100,Rufus,Foster,Edward
115,1951-01-01,3438.0,jf,jtf,1101,John,Fowlkes,Thomas
116,1815-06-10,786.0,ef,ef,1102,Edward,Fox,
117,1928-01-01,787.0,jf,jcf,1103,James,Fox,Carroll
118,1910-08-30,788.0,nf,npf,1104,Noel,Fox,Peter
119,1951-01-01,2793.0,df,dwf,1105,Donovan,Frank,W.
120,1889-09-10,789.0,jf,jnf,1106,Jerome,Frank,New
121,1920-07-26,790.0,mf,mef,1107,Marvin,Frankel,E.
122,1882-11-15,791.0,ff,ff,1108,Felix,Frankfurter,
123,1814-01-27,792.0,pf,pf,1109,Philip,Fraser,
124,1848-06-06,51.0,ta,tha,111,Thomas,Anderson,H.
125,1897-11-22,793.0,ef,ebf,1110,Emerich,Freed,B.
126,1904-11-19,794.0,af,alf,1111,Abraham,Freedman,Lincoln
127,1924-12-15,795.0,ff,fhf,1112,Frank,Freedman,Harlan
128,1950-01-01,796.0,lf,ljf,1113,Louis,Freeh,J.
129,1953-01-01,3506.0,bf,blf,1114,Beth,Freeman,Labson
130,1902-05-05,797.0,rf,rmf,1115,Ralph,Freeman,McKenzie
131,1926-12-14,798.0,rf,rcf,1116,Richard,Freeman,Cameron
132,1954-01-01,3254.0,nf,ndf,1117,Nancy,Freudenthal,Dell
133,1919-07-24,799.0,wf,wcf,1118,William,Frey,C.
134,1972-01-01,3521.0,mf,mtf,1119,Michelle,Friedland,Taryn
135,1894-12-24,2691.0,ma,mna,112,Maurice,Andrews,Neil
136,1943-01-01,800.0,bf,baf,1120,Bernard,Friedman,A.
137,1916-02-08,2704.0,df,dmf,1121,Daniel,Friedman,Mortimer
138,1943-01-01,2726.0,jf,jbf,1122,Jerome,Friedman,B.
139,1895-10-10,2708.0,mf,mmf,1123,Monroe,Friedman,Mark
140,1944-01-01,801.0,pf,plf,1124,Paul,Friedman,L.
141,1903-07-03,802.0,hf,hjf,1125,Henry,Friendly,Jacob
142,1947-01-01,2900.0,sf,spf,1126,Stephen,Friot,P.
143,1956-01-01,3134.0,gf,gkf,1127,Gregory,Frizzell,Kent
144,1949-01-01,2985.0,gf,glf,1128,Gregory,Frost,L.
145,1930-12-10,803.0,hf,hjf,1129,Helen,Frye,Jackson
146,1955-01-01,3402.0,ra,rga,113,Richard,Andrews,Gibson
147,1946-01-01,2855.0,jf,jmf,1130,Julio,Fuentes,M.
148,1921-01-01,804.0,jf,jpf,1131,John,Fullam,Patrick
149,1958-01-01,2975.0,mf,mef,1132,Mark,Fuller,E.
150,1833-02-11,805.0,mf,mwf,1133,Melville,Fuller,Weston
151,1910-05-12,806.0,cf,cbf,1134,Charles,Fulton,Britton
152,1941-01-01,807.0,wf,wrf,1135,William,Furgeson,Royal
153,1972-01-01,3412.0,jf,jmf,1136,Jesse,Furman,Matthew
154,1943-01-01,808.0,jf,jaf,1137,Jose,Fuste,Antonio
155,1932-06-18,809.0,rg,rag,1138,Richard,Gadbois,Arthur
156,1929-01-01,810.0,pg,pvg,1139,Paul,Gadola,V.
157,1943-01-01,3188.0,ma,mma,114,Michael,Anello,M.
158,1918-07-17,811.0,lg,lpg,1140,Lee,Gagliardi,Parsons
159,1948-01-01,812.0,fg,fjg,1141,Fernando,Gaitan,J.
160,1941-01-01,2727.0,ag,ajg,1142,Arthur,Gajarsa,J.
161,1876-04-18,813.0,cg,cgg,1143,Clarence,Galston,G.
162,1899-04-22,814.0,jg,jcg,1144,James,Ganey,Cullen
163,1948-01-01,2862.0,ng,ng,1145,Nicholas,Garaufis,
164,1936-01-01,815.0,mg,mjg,1146,Marvin,Garbis,J.
165,1928-01-01,816.0,eg,ejg,1147,Edward,Garcia,J.
166,1925-12-04,817.0,hg,hfg,1148,Hipolito,Garcia,Frank
167,1952-01-01,818.0,og,olg,1149,Orlando,Garcia,Luis
168,1857-04-26,52.0,aa,aca,115,Alexis,Angell,Caswell
169,1971-01-01,3389.0,mg,mg,1150,Marina,Garcia Marmolejo,
170,1944-01-01,2874.0,jg,jag,1151,Jay,Garcia-Gregory,A.
171,1957-01-01,3183.0,pg,pgg,1152,Paul,Gardephe,G.
172,1867-12-03,819.0,ag,akg,1153,Archibald,Gardner,K.
173,1940-01-01,2961.0,jg,jkg,1154,James,Gardner,Knoll
174,1952-01-01,820.0,mg,mbg,1155,Merrick,Garland,B.
175,1870-09-11,821.0,fg,fag,1156,Francis,Garrecht,Arthur
176,1875-08-26,3327.0,fg,fjg,1157,Finis,Garrett,James
177,1920-06-20,822.0,wg,wag,1158,Wendell,Garrity,Arthur
178,1921-01-01,823.0,lg,lig,1159,Leonard,Garth,I.
179,1946-01-01,2857.0,ja,ja,116,John,Antoon,
180,1877-10-25,824.0,eg,elg,1160,Edwin,Garvin,Louis
181,1931-10-29,825.0,wg,wlg,1161,William,Garwood,Lockhart
182,1947-01-01,826.0,eg,emg,1162,Emilio,Garza,M.
183,1915-07-07,827.0,rg,rgg,1163,Reynaldo,Garza,Guerra
184,1906-05-04,828.0,og,og,1164,Oliver,Gasch,
185,1953-01-01,829.0,pg,pag,1165,Patricia,Gaughan,Anne
186,1942-12-02,830.0,rg,rsg,1166,Robert,Gawthrop,S.
187,1792-09-11,831.0,jg,jg,1167,John,Gayle,
188,1966-01-01,3549.0,dg,dpg,1168,Darrin,Gayles,Phillip
189,1959-01-01,3228.0,dg,dmg,1169,Dolly,Gee,Maizie
190,1939-01-01,3197.0,ta,tja,117,Thomas,Aquilino,Joseph
191,1925-12-09,832.0,tg,tgg,1170,Thomas,Gee,Gibbs
192,1867-10-15,833.0,fg,fag,1171,Ferdinand,Geiger,August
193,1965-01-01,3124.0,gg,gag,1172,Gustavo,Gelpi,Antonio
194,1930-01-01,834.0,lg,ldg,1173,Lloyd,George,D.
195,1951-01-01,3452.0,fg,fpg,1174,Frank,Geraci,Paul
196,1954-01-01,3292.0,rg,rmg,1175,Richard,Gergel,Mark
197,1953-11-02,3410.0,jg,jmg,1176,John,Gerrard,Melvin
198,1925-11-17,835.0,jg,jfg,1177,John,Gerry,Francis
199,1940-01-01,836.0,ng,ng,1178,Nina,Gershon,
200,1946-01-01,837.0,ng,ng,1179,Nancy,Gertner,
201,1887-07-18,54.0,ha,hwa,118,Herschel,Arant,Whitfield
202,1910-06-16,838.0,gg,gag,1180,Gerhard,Gesell,Alden
203,1943-01-01,839.0,rg,rwg,1181,Robert,Gettleman,William
204,1939-01-01,840.0,sg,scg,1182,Susan,Getzendanner,Christine O'Meara
205,1908-12-09,841.0,wg,wpg,1183,Walter,Gewin,Pettus
206,1939-01-01,842.0,wg,wjg,1184,Walter,Gex,J.
207,1808-05-19,843.0,sg,sjg,1185,Samuel,Gholson,Jameson
208,1924-01-01,844.0,jg,jjg,1186,John,Gibbons,Joseph
209,1950-01-01,845.0,jg,jsg,1187,Julia,Gibbons,Smith
210,1951-01-01,3338.0,jg,jag,1188,John,Gibney,Adrian
211,1931-01-01,846.0,bg,bfg,1189,Benjamin,Gibson,F.
212,1940-01-01,55.0,ra,rja,119,Richard,Arcara,Joseph
213,1901-03-06,847.0,eg,ewg,1190,Ernest,Gibson,William
214,1910-03-03,848.0,fg,frg,1191,Floyd,Gibson,Robert
215,1918-11-08,849.0,hg,hg,1192,Hugh,Gibson,
216,1925-12-20,850.0,jg,jrg,1193,John,Gibson,R.
217,1948-01-01,3032.0,kg,krg,1194,Kim,Gibson,R.
218,1869-08-20,851.0,rg,rmg,1195,Robert,Gibson,Murray
219,1926-12-22,852.0,gg,gg,1196,Gilberto,Gierbolini-Ortiz,
220,1916-06-28,853.0,eg,etg,1197,Edward,Gignoux,Thaxter
221,1949-01-01,854.0,jg,jpg,1198,John,Gilbert,Phil
222,1847-07-04,855.0,wg,wbg,1199,William,Gilbert,Ball
223,1784-11-24,,zt,zt,12,Zachary,Taylor,
224,1928-05-17,56.0,ga,ga,120,George,Arceneaux,
225,1809-02-16,3241.0,jg,jjg,1200,John,Gilchrist,James
226,1796-09-28,856.0,rg,rbg,1201,Robert,Gilchrist,Budd
227,1943-01-01,857.0,jg,jtg,1202,James,Giles,Tyrone
228,1807-04-08,858.0,wg,wfg,1203,William,Giles,Fell
229,1889-03-12,859.0,dg,dg,1204,Donnell,Gilliam,
230,1931-08-17,860.0,eg,ebg,1205,Earl,Gilliam,Ben
231,1969-01-01,3583.0,hg,hsg,1206,Haywood,Gilliam,Stirling
232,1942-01-01,861.0,hg,hwg,1207,Helen,Gillmor,W.
233,1942-01-01,2728.0,rg,rlg,1208,Ronald,Gilman,Lee
234,1918-04-04,862.0,hg,hwg,1209,Horace,Gilmore,Weldon
235,1848-09-10,57.0,ra,rwa,121,Robert,Archbald,Wodrow
236,1956-01-01,863.0,vg,vdg,1210,Vanessa,Gilmore,D.
237,1957-01-01,3407.0,jg,jrg,1211,James,Gilstrap,Rodney
238,1946-01-01,864.0,dg,dhg,1212,Douglas,Ginsburg,Howard
239,1933-01-01,865.0,rg,rbg,1213,Ruth,Ginsburg,Bader
240,1924-01-01,866.0,ig,ilg,1214,Israel,Glasser,Leo
241,1957-01-01,3403.0,sg,slg,1215,Sharon,Gleason,Louise
242,1953-01-01,867.0,jg,jg,1216,John,Gleeson,
243,1769-08-26,868.0,eg,eg,1217,Elias,Glenn,
244,1795-10-09,869.0,jg,jg,1218,John,Glenn,
245,1892-04-02,870.0,jg,jlg,1219,John,Glenn,Lyles
246,1929-03-21,58.0,ga,gla,122,Glenn,Archer,Leroy
247,1957-01-01,2945.0,dg,dcg,1220,David,Godbey,C.
248,1920-03-24,871.0,jg,jcg,1221,John,Godbold,Cooper
249,1876-05-04,872.0,hg,hwg,1222,Henry,Goddard,Warren
250,1928-08-05,873.0,gg,glg,1223,Gerard,Goettel,Louis
251,1843-02-09,874.0,ng,ng,1224,Nathan,Goff,
252,1944-01-01,2729.0,ag,asg,1225,Alan,Gold,Stephen
253,1908-08-08,875.0,ag,ajg,1226,Arthur,Goldberg,Joseph
254,1906-06-29,876.0,ig,ilg,1227,Irving,Goldberg,Loeb
255,1959-01-01,3193.0,mg,msg,1228,Mitchell,Goldberg,S.
256,1927-01-01,3204.0,rg,rwg,1229,Richard,Goldberg,W.
257,1955-01-01,3190.0,ca,cma,123,Christine,Arguello,M.
258,1947-11-01,3112.0,tg,tmg,1230,Thomas,Golden,M.
259,1877-09-16,878.0,tg,tag,1231,Thomas,Goldsborough,Alan
260,1952-01-01,3284.0,mg,mag,1232,Mark,Goldsmith,Allan
261,1964-01-01,3483.0,kg,kjg,1233,Kenneth,Gonzales,John
262,1948-01-01,879.0,ig,ieg,1234,Irma,Gonzalez,Elsa
263,1931-01-01,880.0,jg,jag,1235,Jose,Gonzalez,Alejandro
264,1892-01-02,881.0,lg,leg,1236,Louis,Goodman,Earl
265,1889-07-29,882.0,hg,hfg,1237,Herbert,Goodrich,Funk
266,1923-11-02,883.0,ag,atg,1238,Alfred,Goodwin,Theodore
267,1942-01-01,884.0,jg,jrg,1239,Joseph,Goodwin,Robert
268,1963-01-01,3568.0,ma,mca,124,Madeline,Arleo,Cox
269,1909-08-17,885.0,wg,wng,1240,William,Goodwin,Nelson
270,1920-07-30,886.0,jg,jhg,1241,James,Gorbey,Henry
271,1962-01-01,3463.0,ag,apg,1242,Andrew,Gordon,Patrick
272,1917-07-10,887.0,eg,eag,1243,Eugene,Gordon,Andrew
273,1931-02-13,888.0,jg,jmg,1244,Jack,Gordon,Murphy
274,1918-05-18,889.0,jg,jfg,1245,James,Gordon,Fleming
275,1952-01-01,3205.0,lg,lmg,1246,Leo,Gordon,Maury
276,1918-02-11,890.0,mg,mlg,1247,Myron,Gordon,L.
277,1870-04-30,891.0,pg,pg,1248,Peyton,Gordon,
278,1878-04-28,892.0,jg,jjg,1249,John,Gore,J.
279,1951-01-01,2898.0,ma,mca,125,M.,Armijo,Christina
280,1967-08-29,3125.0,ng,nmg,1250,Neil,Gorsuch,McGill
281,1938-01-01,893.0,ng,nmg,1251,Nathaniel,Gorton,M.
282,1947-01-01,894.0,jg,jbg,1252,Joan,Gottschall,B.
283,1859-10-08,895.0,ag,amg,1253,Ashley,Gould,Mulgrave
284,1946-01-01,2846.0,rg,rmg,1254,Ronald,Gould,Murray
285,1904-08-04,896.0,wg,wsg,1255,Wallace,Gourley,Samuel
286,1949-01-01,2758.0,sg,sg,1256,Susan,Graber,
287,1929-01-01,897.0,jg,jfg,1257,John,Grady,Francis
288,1948-01-01,898.0,dg,dlg,1258,Donald,Graham,L.
289,1939-01-01,899.0,jg,jlg,1259,James,Graham,L.
290,1947-01-01,59.0,sa,sba,126,Saundra,Armstrong,Brown
291,1859-07-27,3243.0,sg,sjg,1260,Samuel,Graham,Jordan
292,1872-02-07,3325.0,wg,wjg,1261,William,Graham,Johnson
293,1950-01-01,2916.0,cg,cvg,1262,Callie,Granade,V.
294,1905-07-31,900.0,rg,rag,1263,Robert,Grant,Allen
295,1893-06-01,901.0,hg,hng,1264,Henry,Graven,Norman
296,1953-01-01,3355.0,jg,jeg,1265,James,Graves,Earl
297,1908-02-25,902.0,fg,fg,1266,Frank,Gray,
298,1840-05-04,903.0,gg,gg,1267,George,Gray,
299,1828-03-24,904.0,hg,hg,1268,Horace,Gray,
300,1912-03-26,905.0,wg,wpg,1269,William,Gray,Percival
301,1941-01-01,60.0,ma,msa,127,Morris,Arnold,Sheppard
302,1905-01-04,906.0,bg,bcg,1270,Ben,Green,Charles
303,1923-04-02,907.0,cg,csg,1271,Clifford,Green,Scott
304,1837-01-01,908.0,eg,etg,1272,Edward,Green,T.
305,1928-01-01,909.0,jg,jhg,1273,Joyce,Green,Hens
306,1914-01-23,910.0,jg,jlg,1274,June,Green,Lazenby
307,1856-11-07,3242.0,wg,wrg,1275,William,Green,Raymond
308,1957-01-01,911.0,jg,jag,1276,Joseph,Greenaway,A.
309,1933-01-01,912.0,mg,mig,1277,Morton,Greenberg,Ira
310,1923-02-06,913.0,hg,hhg,1278,Harold,Greene,H.
311,1929-11-28,914.0,jg,jtg,1279,John,Greene,Thomas
312,1936-03-26,61.0,ra,rsa,128,Richard,Arnold,Sheppard
313,1952-01-01,3004.0,jg,jrg,1280,J.,Greer,Ronnie
314,1953-01-01,2888.0,rg,rlg,1281,Roger,Gregory,L.
315,1832-03-17,915.0,wg,wqg,1282,Walter,Gresham,Quintin
316,1794-03-05,916.0,rg,rcg,1283,Robert,Grier,Cooper
317,1930-01-01,917.0,tg,tpg,1284,Thomas,Griesa,Poole
318,1954-01-01,2930.0,wg,wcg,1285,William,Griesbach,C.
319,1748-07-16,918.0,cg,cg,1286,Cyrus,Griffin,
320,1952-01-01,3089.0,rg,rag,1287,Richard,Griffin,Allen
321,1954-01-01,3090.0,tg,tbg,1288,Thomas,Griffith,Beall
322,1766-01-01,919.0,wg,wg,1289,William,Griffith,
323,1891-06-02,62.0,ta,twa,129,Thurman,Arnold,Wesley
324,1904-10-15,920.0,ag,akg,1290,Allan,Grim,Kuhn
325,1951-01-01,3445.0,pg,pwg,1291,Paul,Grimm,William
326,1947-01-01,2920.0,jg,jeg,1292,James,Gritzner,E.
327,1964-01-01,3416.0,gg,gmg,1293,Gina,Groh,Marie
328,1873-09-06,921.0,dg,dlg,1294,Duncan,Groner,Lawrence
329,1900-11-07,922.0,hg,hhg,1295,Harlan,Grooms,Hobart
330,1852-02-15,923.0,pg,psg,1296,Peter,Grosscup,Stenger
331,1895-09-14,924.0,kg,kpg,1297,Kenneth,Grubb,Philip
332,1862-03-08,925.0,wg,wig,1298,William,Grubb,Irwin
333,1963-01-01,3054.0,rg,rwg,1299,Raymond,Gruender,W.
334,1800-01-07,,mf,mf,13,Millard,Fillmore,
335,1911-03-13,63.0,wa,wea,130,Winston,Arnow,Eugene
336,1954-01-01,3426.0,dg,dcg,1300,David,Guaderrama,Campos
337,1919-01-10,926.0,lg,lg,1301,Lawrence,Gubow,
338,1950-01-01,3122.0,ag,ajg,1302,Andrew,Guilford,J.
339,1924-01-01,927.0,jg,jfg,1303,Junius,Guin,Foy
340,1905-09-29,928.0,eg,eag,1304,Ernest,Guinn,Allen
341,1951-01-01,3051.0,lg,lg,1305,Louis,Guirola,
342,1927-10-29,929.0,gg,gfg,1306,George,Gunn,F.
343,1907-11-17,930.0,mg,mig,1307,Murray,Gurfein,Irwin
344,1959-01-01,3132.0,pg,psg,1308,Philip,Gutierrez,S.
345,1929-01-01,931.0,rg,rbg,1309,Ralph,Guy,B.
346,1920-06-20,64.0,sa,sma,131,Sidney,Aronovitz,Myer
347,1948-01-01,2841.0,rg,rag,1310,Ronald,Guzman,A.
348,1954-01-01,2730.0,jg,jsg,1311,James,Gwin,S.
349,1928-01-01,932.0,bh,bkh,1312,Barbara,Hackett,Kloka
350,1937-01-01,2889.0,sh,seh,1313,Sam,Haddon,E.
351,1937-04-16,933.0,ch,chh,1314,Charles,Haden,Harold
352,1931-01-01,934.0,dh,dwh,1315,David,Hagen,Warner
353,1944-01-01,935.0,ah,alh,1316,Ancer,Haggerty,Lee
354,1826-07-13,936.0,ah,abh,1317,Alexander,Hagner,Burton
355,1879-06-26,937.0,gh,gph,1318,George,Hahn,Philip
356,1930-01-01,938.0,ch,csh,1319,Charles,Haight,Sherman
357,1906-09-01,65.0,aa,aaa,132,Alfred,Arraj,Albert
358,1799-11-28,939.0,fh,fmh,1320,Fletcher,Haight,Mathews
359,1879-08-04,940.0,th,tgh,1321,Thomas,Haight,Griffith
360,1950-01-01,941.0,rh,rth,1322,Richard,Haik,T.
361,1964-01-01,3493.0,mh,mhh,1323,Madeline,Haikala,Hughes
362,1901-10-17,942.0,sh,sh,1324,Sherrill,Halbert,
363,1848-04-15,943.0,ch,ch,1325,Clarence,Hale,
364,1967-01-01,3571.0,dh,djh,1326,David,Hale,Jason
365,1929-02-19,944.0,ch,chh,1327,Cynthia,Hall,Holcomb
366,1765-01-01,945.0,dh,dah,1328,Dominic,Hall,Augustin
367,1958-01-01,3171.0,jh,jrh,1329,James,Hall,Randal
368,1944-01-01,66.0,ja,jba,133,Janet,Arterton,Bond
369,1948-01-01,2731.0,jh,jch,1330,Janet,Hall,C.
370,1918-02-24,946.0,kh,kkh,1331,Kenneth,Hall,Keller
371,1810-03-28,947.0,nh,nkh,1332,Nathan,Hall,Kelsey
372,1894-07-31,948.0,ph,pmh,1333,Peirson,Hall,Mitchell
373,1948-01-01,3073.0,ph,pwh,1334,Peter,Hall,W.
374,1921-11-28,949.0,rh,rhh,1335,Robert,Hall,Howell
375,1924-01-11,950.0,sh,sbh,1336,Sam,Hall,Blakeley
376,1780-12-24,951.0,wh,wh,1337,Willard,Hall,
377,1925-01-10,952.0,eh,evh,1338,Elizabeth,Hallanan,Virginia
378,1834-07-16,953.0,mh,mh,1339,Moses,Hallett,
379,1934-01-01,67.0,ma,mea,134,Marvin,Aspen,E.
380,1922-12-26,954.0,eh,ebh,1340,Elbert,Haltom,Bertram
381,1803-02-23,955.0,jh,jdh,1341,James,Halyburton,Dandridge
382,1934-01-01,956.0,ch,chh,1342,Clyde,Hamilton,H.
383,1957-01-01,957.0,dh,dfh,1343,David,Hamilton,Frank
384,1883-02-22,958.0,eh,eh,1344,Elwood,Hamilton,
385,1945-01-01,959.0,jh,jch,1345,Jean,Hamilton,Constance
386,1952-01-01,2863.0,ph,pjh,1346,Phyllis,Hamilton,Jean
387,1903-10-24,960.0,fh,fgh,1347,Frederick,Hamley,George
388,1892-11-30,961.0,oh,odh,1348,Oliver,Hamlin,Deveta
389,1838-04-01,962.0,eh,esh,1349,Eli,Hammond,Shelby
390,1914-11-23,68.0,ca,cca,135,Carl,Atkins,Clyde
